herb	symptoms
陈皮	纳略增,3.65442421016	偶口干口苦,3.65442421016	代诉：病情平稳,3.65442421016	微畏寒,3.65442421016	胃脘胃寒,3.65442421016	舌下脉络瘀曲,3.65442421016	腹部畏寒略减,3.65442421016	泛吐白沫,3.65442421016	舌体瘦,3.65442421016	口粘减轻,3.65442421016	头晕减轻,3.65442421016	舌燥,3.65442421016	舌淡紫暗胖,3.65442421016	咽部有异物感,3.65442421016	脑鸣,3.65442421016	胃脘部下坠感,3.65442421016	苔浊腻,3.65442421016	舌干,3.65442421016	前部苔少,3.65442421016	进食后偶嗳气,3.65442421016	小便热,3.65442421016	面部痤疮多,3.65442421016	打鼾,3.65442421016	吞咽困难,3.65442421016	排气少,3.65442421016	不能多食,3.62844872376	反食,3.62702523597	偶呕吐,3.61186459574	受凉加重,3.60997244759	食后嗳气,3.60997244759	腹部畏寒明显,3.60790419452	舌淡边有齿痕,3.60790419452	泻后则安,3.60563404599	嘈杂,3.59726579632	大便有时干,3.59726579632	嗳气减少,3.59379958834	胃胀明显好转,3.59190385318	进食后嗳气,3.58988568902	家族史否认,3.58988568902	舌暗淡胖,3.58773283566	矢气减少,3.58543133867	大便粘好转,3.58543133867	苔黄白腻,3.58031623801	有瘀点,3.58031623801	纳稍增,3.58031623801	反酸偶作,3.58031623801	上腹胀满,3.57746316902	质不干,3.57746316902	下肢疼痛,3.57438150249	膝关节畏寒,3.57438150249	得嗳气矢气则舒,3.57438150249	食欲差,3.57438150249	偶咳痰,3.57438150249	舌质红,3.57438150249	胃中沥沥在声,3.57438150249	晨起口臭,3.57438150249	大便时干,3.57438150249	偶干咳,3.57438150249	两胁痛,3.56741283317	口干苦,3.56741283317	耳鸣减轻,3.56741283317	腹泻减轻,3.55911403035	自觉上火,3.55911403035	睡眠偏差,3.55911403035	嗳气偶作,3.55911403035	心悸减轻,3.55911403035	反酸减少,3.55911403035	口干明显,3.55911403035	大便渐成形,3.55911403035	气上逆感,3.55598413735	脉滑数,3.55598413735	大便欠畅,3.5543407516	口腔异味减轻,3.5543407516	嗳气频作,3.55332809329	喜温喜按,3.5490636945	背痛减轻,3.5490636945	小腹胀满,3.5490636945	睡眠质量好转,3.5490636945	苔根部腻,3.5490636945	口粘好转,3.5490636945	胃脘及背部畏寒,3.5490636945	脐周隐痛,3.5490636945	偶胸痛,3.5490636945	口苦好转,3.5490636945	体胖,3.5490636945	仍有嗳气,3.5490636945	夜尿3次,3.5490636945	肠鸣减轻,3.5490636945	上腹胀,3.5490636945	有时偏干,3.5490636945	咽痛好转,3.5490636945	大便偶不成形,3.5490636945	舌淡暗略胖,3.5490636945	胃脘畏寒减轻,3.54621062552	大便不成形,3.54319857505	时有口苦,3.54109552485	畏脘畏寒,3.53379622237	基本成形,3.53182188807	得嗳气则舒,3.53081025419	纳眠差,3.52926106721	
葛根	腹部畏寒略减,6.00655162983	下肢疼痛,5.87771875798	脑鸣,5.85240095	少津,5.51592871338	服药后好转,5.48775783641	鼻干,5.48083739357	小腹胀满,5.44693584189	口粘好转,5.44693584189	眼睑肿,5.44693584189	乏力明显好转,5.40771512874	口粘减轻,5.40771512874	得嗳气矢气则舒,5.40771512874	大便欠畅,5.39814567772	偶耳鸣,5.35162566209	脉弦细数,5.33360715658	头晕减轻,5.33360715658	偶头痛,5.33360715658	颈部不适,5.18457157742	耳鸣,5.16930410529	夜间口干减轻,5.15925376944	舌淡暗略胖,5.15925376944	小便困难,5.13945114214	前部少苔,5.13945114214	烦躁,5.11046360527	反酸减少,5.06394358963	头晕,5.06252414298	食后嗳气,5.01949182706	胸闷减轻,4.97693221264	耳鸣减轻,4.97693221264	脉弱,4.97693221264	汗多好转,4.97693221264	晨起干呕,4.97693221264	时有右胁痛,4.97693221264	脘腹畏寒,4.91630759083	手麻,4.90793934116	舌淡紫暗胖,4.89688950497	腹部畏寒明显,4.88162203284	右侧腹痛,4.85914917699	头晕好转,4.83717027027	受凉加重,4.83717027027	胸憋,4.8317502028	进食生冷加重,4.82278153282	听力下降,4.81262916135	腹部微畏寒,4.80508195572	头胀,4.80508195572	便秘好转,4.78769021301	头痛,4.76437077066	全身疼痛,4.75378866133	声音嘶哑,4.75378866133	胸骨后疼痛,4.75378866133	小便不畅,4.75378866133	肠鸣减轻,4.75378866133	咽痛好转,4.75378866133	根部薄黄,4.72099883851	嗜睡,4.68925014019	色黑,4.65847848153	腹部硬满,4.65847848153	记忆力下降,4.65847848153	根部黄腻,4.65847848153	白带多,4.65847848153	目干涩好转,4.65847848153	饮食不慎则胃胀,4.65847848153	糖尿病饮食,4.64045997602	舌紫暗胖,4.63283605091	全身关节疼痛,4.62862551838	偶头晕,4.62862551838	舌暗淡,4.62025726871	腹部畏寒好转,4.57146710454	两胁痛,4.57146710454	苔中根部黄,4.57146710454	腹部不适,4.57146710454	全身乏力,4.57146710454	舌淡红胖,4.57146710454	时有头痛,4.49142439686	前部苔少,4.49142439686	胃中沥沥在声,4.49142439686	涎多,4.41731642471	苔黄白腻,4.41731642471	睡眠时间短,4.41731642471	口腔异味减轻,4.41731642471	有瘀点,4.41731642471	嗳气减少,4.37731109009	畏脘畏寒,4.37079640907	色黄,4.34832355322	纳一般,4.34278337285	气短,4.33305608109	时有头晕,4.3263446465	口粘,4.32124259462	晨起口干,4.30910284007	有时不成形,4.30483844128	呕吐,4.30180353759	胃胀明显好转,4.25301337342	口腔溃疡,4.23797549605	心悸好转,4.22316041027	偶咳痰,4.20374232441	脉沉小,4.20374232441	目干,4.17717529703	舌灼热感,4.16600199643	大便畅,4.16600199643	大便有时干,4.16600199643	

炒槟榔	夜尿3次,5.86375180967	舌淡暗略胖,5.45828670156	服药后好转,5.27596514476	偶肠鸣,5.27596514476	水样便,5.17060462911	脉左沉细,5.17060462911	呈绞痛,5.0752944493	排不尽感,5.0752944493	矢气减少,5.05282159345	舌暗淡,4.98828307231	微感口苦,4.98828307231	小腹胀,4.84852112994	按之觉痛,4.83413239249	睡眠质量好转,4.765139521	夹血块,4.765139521	伴嗳气,4.765139521	唇暗,4.70060099986	易上炎,4.66982934119	口干明显,4.66982934119	得矢气则舒,4.63997637804	大便次数多,4.61671951588	受凉易腹泻,4.61671951588	口干苦,4.5828179642	下腹胀,4.5828179642	耳鸣减轻,4.5828179642	时有口干口苦,4.5828179642	质干,4.51827944307	不喜进食生冷,4.50277525653	左下腹疼痛,4.50277525653	右上腹不适,4.50277525653	受凉后加重,4.50277525653	胃中沥沥在声,4.50277525653	排气多,4.47963372797	纳略增,4.42866728438	舌淡暗红,4.42866728438	泻后则安,4.42866728438	进食后加重,4.42866728438	腹部喜温,4.42866728438	泻前腹痛,4.39357596457	反复腹泻,4.34642918614	脉滑,4.31455397761	时轻时重,4.29513589175	时时欲便,4.29513589175	有便不尽感,4.26436423309	脐周腹痛,4.25431389723	腹胀减轻,4.24295013858	全身关节疼痛,4.23451126994	大便有时偏干,4.23451126994	双下肢畏寒,4.23451126994	时有腹胀,4.21991247052	腹泻好转,4.1773528561	体重下降,4.1773528561	隐痛,4.1773528561	饮食控制,4.14098521193	时有口苦,4.14098521193	腹中气多,4.14098521193	腹部微畏寒,4.12328563483	脉弦滑,4.11021355326	中有裂纹,4.11021355326	小腹畏寒,4.07199234044	脐周隐痛,4.07199234044	进食后腹胀,4.07199234044	食后腹胀,4.07199234044	晨起反酸,4.07199234044	稍感恶心,4.07199234044	晨起嗳气,4.07199234044	形体消瘦,4.07199234044	面部痤疮多,4.07199234044	大便偶不成形,4.07199234044	偶有胃脘隐痛,4.07199234044	大便偏干,4.04729972785	时有肠鸣,4.02320217627	依赖泻药,4.02320217627	苔厚腻略黄,4.02320217627	脉滑数,4.0074538193	左上腹疼痛,3.97668216063	腹部硬满,3.97668216063	腹泻减轻,3.97668216063	记忆力下降,3.97668216063	烘热汗出,3.97668216063	尿不尽感,3.97668216063	目涩,3.97668216063	根部黄腻,3.97668216063	反酸减少,3.97668216063	有时成形有时不成形,3.97668216063	腹痛减轻,3.97668216063	口疮,3.97668216063	嗳气明显好转,3.97668216063	鼻燥,3.97668216063	倦怠乏力,3.97668216063	睡眠多,3.97668216063	偶右上腹疼痛,3.97668216063	偶心悸,3.95420930478	舌偏红,3.95420930478	舌红暗,3.94682919748	肠鸣,3.94389233781	时有头晕,3.93223039806	尿频,3.93223039806	胃脘不适好转,3.91784166061	晨起咳痰,3.88967078364	

金钱草	右侧背痛,5.81953831252	目干涩好转,5.5906967401	偶右上腹疼痛,5.48533622444	口干不欲饮,5.46286336859	偶右胁痛,5.39832484745	舌面有裂纹,5.38590232745	鼻燥,5.36755318878	右上腹疼痛,5.24417416762	右胁疼痛,5.22647459052	右上腹不适,5.20049910412	大便有时成形,5.17518129613	饮食控制,5.12639113196	腰部畏寒,5.098220255	饮食不慎则胃胀,5.07987111633	右胁痛,5.06696771149	脉沉细缓,5.05739826048	两胁痛,4.99285973934	厌油腻,4.92690177155	胁胀,4.8036177397	舌质暗红,4.76971618803	进食后腹胀,4.76971618803	睡眠质量好转,4.76971618803	睡眠时好时差,4.76971618803	偶隐痛,4.76971618803	大便偶不成形,4.76971618803	脐周隐痛,4.76971618803	伴嗳气,4.76971618803	右胁不适,4.70517766689	口中发酸,4.67440600822	心悸好转,4.64455304507	苔略黄,4.64455304507	大便已成形,4.64455304507	小腹胀,4.62995424565	目困,4.58739463123	舌干,4.58739463123	苔根部薄黄,4.55460480841	舌略红,4.52285611009	右胁隐痛,4.50735192356	苔浊腻,4.50735192356	脉沉小,4.50735192356	局部剥脱,4.48203411557	脑鸣,4.48203411557	进食生冷加重,4.4332439514	足凉,4.4332439514	小便不尽感,4.4332439514	胁痛,4.4332439514	形体消瘦,4.41304124409	面部痤疮好转,4.36425107992	反酸好转,4.36425107992	月经量少,4.33439811677	右胁胀,4.33146125709	反酸减轻,4.31546091575	进食后嗳气,4.29971255878	健忘,4.29971255878	时有呕吐,4.29971255878	苔根部黄,4.29971255878	偶腹痛,4.29971255878	苔黄略腻,4.25889056426	食欲不振,4.23908793696	大便中夹有未消化物,4.21010040009	喜叹息,4.20062165614	眠好,4.19435204312	腹泻好转,4.18192952312	右侧腹痛,4.18192952312	时有头晕,4.1599506164	背痛,4.15335615068	脉弦数,4.14556187895	时有口苦,4.14556187895	小便少,4.14556187895	大便不成形,4.12786230185	背痛好转,4.07656900747	背痛减轻,4.07656900747	胃脘胃寒,4.07656900747	睡眠多梦,4.07656900747	苔根部腻,4.07656900747	腰背痛,4.07656900747	两胁疼痛,4.07656900747	恶心减轻,4.07656900747	左沉细,4.07656900747	脉左沉右弦,4.07656900747	上腹胀,4.07656900747	腰部不适,4.07656900747	呈隐痛,4.07656900747	脉右弦左沉,4.07656900747	易醒,4.04377918464	手足热,4.0277788433	泻后则安,4.0277788433	眠不实,3.98125882766	左上腹疼痛,3.98125882766	苔局部花剥,3.98125882766	睡眠略好转,3.98125882766	睡眠偏差,3.98125882766	呕吐,3.98125882766	眠时好时差,3.98125882766	食后明显,3.98125882766	食欲好转,3.98125882766	口疮,3.98125882766	嗳气明显好转,3.98125882766	白带多,3.98125882766	苔薄白略腻,3.92241832764	

灯心草	舌中根部疼痛,6.17219587357	目眵多,6.03866448094	舌灼热感,5.98987431677	根部厚,5.78920362131	口苦好转,5.47904869301	舌面有裂纹,5.40208765187	大便偶干,5.3837385132	面黄,5.35924749319	舌质暗红,5.34551730038	舌干,5.29672713621	小便热,5.29672713621	口腔异味,5.1748373186	纳眠差,5.17156399326	矢气减少,5.0735835849	服上药后,5.00904506376	目胀,5.00904506376	疼痛,4.96025489959	苔厚腻略黄,4.96025489959	前部少苔,4.94842044194	反复口腔溃疡,4.85910491647	头晕减轻,4.85489438393	排出畅,4.82672350697	进食后腹胀,4.78590151245	色黄,4.78590151245	左沉细,4.78590151245	口渴,4.78590151245	口臭明显减轻,4.72136299131	偶耳鸣,4.69059133264	胃脘隐痛减轻,4.69059133264	苔灰腻,4.69059133264	食后明显,4.69059133264	舌燥,4.69059133264	喜饮,4.69059133264	舌紫暗红胖,4.69059133264	听力下降,4.69059133264	口臭,4.68028786427	全身畏寒,4.65317689679	手麻,4.60357995565	胸闷减轻,4.60357995565	舌下脉络瘀曲,4.60357995565	服药后好转,4.60357995565	口苦减轻,4.60357995565	瘙痒,4.60357995565	偶背痛,4.54951273438	胃脘畏寒好转,4.54951273438	舌苔根部厚,4.52353724798	咽部有痰,4.52353724798	四肢冷,4.52353724798	晨起口臭,4.52353724798	嗳气好转,4.50826977585	涎多,4.44942927583	纳稍增,4.44942927583	纳时好时差,4.44942927583	偶口苦,4.44942927583	食欲好,4.42589877842	受凉易作,4.40290926019	舌木,4.40290926019	偶胃脘不适,4.38043640434	时有口臭,4.38043640434	腰痛减轻,4.35845749762	偶口干,4.3158978832	有软裂,4.295278596	边有齿痕,4.28512622453	痰多,4.28512622453	牙痛,4.25527326138	咽部堵闷感,4.25527326138	口粘,4.22819230278	胃脘不适好转,4.22628572451	苔中根部黄腻,4.21053736754	腰部畏寒,4.19811484754	急躁易怒,4.19811484754	偶咳嗽,4.17071587336	时有口干,4.15159483191	部位不固定,4.14404762627	腹部微畏寒,4.14404762627	头胀,4.14404762627	口腔溃疡,4.13655695455	晨起口干,4.11807213987	背痛好转,4.09275433189	偶口干口苦,4.09275433189	晨起恶心,4.09275433189	局部剥脱,4.09275433189	反复胃胀,4.09275433189	口粘好转,4.09275433189	眠差,4.09275433189	咳黄痰,4.09275433189	脉左沉细,4.09275433189	苔薄黄白,4.09275433189	大便有时成形,4.09275433189	口干不欲饮,4.09275433189	时干时稀,4.09275433189	大便偶不成形,4.09275433189	双下肢肿减轻,4.09275433189	脉右弦左沉,4.09275433189	舌暗淡胖,4.05996450906	口苦,4.0550140039	时有肠鸣,4.04396416772	手足热,4.04396416772	易上火,4.01864635973	眠不实,3.99744415208	

虎杖	舌质暗红,6.05986668859	偶有胃脘隐痛,5.50025090066	少津,5.38692221535	咳吐不利,5.38692221535	苔根部黄,5.25339082273	前部苔少,5.23788663619	饮食不慎则胃胀,5.1172586484	色黄,5.09478579255	舌面有裂纹,5.06661491558	偶右胁不适,5.03024727141	右胁不适,5.03024727141	服上药后,5.03024727141	形体肥胖,5.03024727141	糖尿病饮食,5.03024727141	小便不畅,4.98942527689	纳眠差,4.9696226496	根部腻,4.95020456374	脉沉弦细,4.95020456374	腰部畏寒,4.91246423576	小便不尽感,4.87609659158	厌油腻,4.86897912382	进食后偶嗳气,4.85839701448	偶隐痛,4.8071037201	目眵多,4.8071037201	眼睑肿,4.8071037201	脐周隐痛,4.8071037201	右侧背痛,4.75831355593	偶右胁痛,4.74256519896	肛门下坠感,4.71179354029	睡眠多,4.71179354029	时有乏力,4.69377503479	舌红暗,4.68194057714	偶头晕,4.68194057714	便秘好转,4.65868371498	腹部不适,4.6247821633	不干,4.6247821633	耳鸣减轻,4.6247821633	目胀,4.6247821633	长期依赖泻药,4.6247821633	口干舌燥,4.6247821633	时有腰痛,4.54473945563	偶干咳,4.54473945563	小便多,4.5294719835	大便头干,4.5294719835	乏津,4.51942164765	有裂纹,4.49858756074	苔薄白略腻,4.47063148348	进食后加重,4.47063148348	依赖泻药,4.47063148348	时有胃脘隐痛,4.47063148348	脉沉缓,4.44710098607	面色黄,4.40163861199	大便排出不畅,4.40163861199	量偏少,4.37965970527	舌暗淡胖,4.36884878917	便秘,4.35940584837	唇干,4.35511859635	纳偏少,4.33710009085	面部烘热,4.33710009085	前部少苔,4.27647546904	脘腹畏寒,4.27647546904	脉弦滑,4.26996078801	食欲好,4.26477942927	大便干燥,4.2193170552	小便频数,4.19191808101	饮食控制,4.18294941102	右上腹疼痛,4.18294941102	偶背痛,4.16524983392	吞咽不畅,4.16524983392	偶腹胀,4.15477853406	畏风,4.13927434752	大便干结,4.13415924685	背痛好转,4.11395653954	上腹胀,4.11395653954	睡眠质量好转,4.11395653954	反复胃胀,4.11395653954	胃脘及背部畏寒,4.11395653954	脉左沉细,4.11395653954	反酸好转,4.11395653954	牙龈肿痛,4.11395653954	夹血块,4.11395653954	咽痛好转,4.11395653954	伴嗳气,4.11395653954	苔薄腻略黄,4.09415391224	腹部下坠感,4.08116671671	咽部异物感减轻,4.08116671671	苔厚腻略黄,4.06516637537	烘热,4.06516637537	质干,4.0494180184	进食后明显,4.04163587796	口臭减轻,4.0369954984	眠好转,4.01864635973	苔灰腻,4.01864635973	足跟痛,4.01864635973	记忆力下降,4.01864635973	睡眠偏差,4.01864635973	胃脘隐痛减轻,4.01864635973	嗳气明显好转,4.01864635973	大便渐成形,4.01864635973	白带多,4.01864635973	

煅牡蛎	不详,5.71489889559	大便有时成形,5.57179805195	乳房胀痛,5.53900822913	咽干咽痛,5.5325773388	大便粘好转,5.38947649516	胃脘部下坠感,5.38947649516	纳略增,5.23532581533	两胁痛,5.1017944227	心悸好转,5.04116980089	大便已成形,5.04116980089	以流食为主,5.02175171503	舌下脉络瘀曲,4.98401138705	手足凉好转,4.98401138705	偶头痛,4.94764374288	反酸偶作,4.94764374288	胃脘畏寒明显,4.91947286591	苔略黄,4.90763840826	背痛好转,4.87865087139	小腹胀满,4.87865087139	全身疼痛,4.87865087139	双下肢肿减轻,4.87865087139	睡眠有时欠佳,4.82986070722	早醒,4.82986070722	消瘦,4.81411235025	舌略红,4.81411235025	口疮,4.78334069159	胃脘隐痛减轻,4.78334069159	足跟痛,4.78334069159	口涩,4.78334069159	心下悸动,4.78334069159	舌木,4.78334069159	口干明显,4.78334069159	眠不实,4.6963293146	服上药后,4.6963293146	胸闷减轻,4.6963293146	双下肢凉,4.6963293146	苔根部薄黄,4.66353949177	右胁疼痛,4.64226209333	右胁隐痛,4.61628660692	根部腻,4.61628660692	乏力明显好转,4.61628660692	得嗳气矢气则舒,4.61628660692	时有头痛,4.61628660692	有时不成形,4.58385133117	时有乏力,4.54217863477	泻后则安,4.54217863477	烘热,4.54217863477	按之觉痛,4.54217863477	PG,4.54217863477	胁痛,4.54217863477	易怒,4.54217863477	舌紫暗胖,4.51653620415	胸痛,4.5140077578	四肢凉,4.49565861913	面部痤疮好转,4.47318576328	尿痛,4.47318576328	右胁胀,4.44039594046	大便不规律,4.44039594046	略黄,4.40864724214	大便黑,4.40864724214	汗出,4.40864724214	口干舌燥,4.40864724214	上腹痛,4.40864724214	盗汗,4.40864724214	睡眠不实,4.39622472215	手心热,4.32860453447	大便不成形好转,4.29086420649	大便有时干,4.29086420649	胸骨后烧灼感,4.29086420649	时有口苦,4.25449656232	食欲欠佳,4.25004221197	部位不固定,4.23679698522	不喜饮,4.23679698522	畏风,4.21082149881	大便有时不成形,4.20570639815	口干喜饮,4.20570639815	时有腹胀,4.19989242828	时干时稀,4.18550369083	背痛减轻,4.18550369083	稍感胃胀,4.18550369083	食后腹胀,4.18550369083	小便清长,4.18550369083	小腹畏寒,4.18550369083	口苦好转,4.18550369083	反酸好转,4.18550369083	晨起嗳气,4.18550369083	脉左沉右弦,4.18550369083	打鼾,4.18550369083	大便偶不成形,4.18550369083	局部剥脱,4.18550369083	脉右弦左沉,4.18550369083	偶有胃脘隐痛,4.18550369083	右侧背痛,4.13671352666	疼痛,4.13671352666	脱发,4.12723478271	脉滑数,4.12096516969	排气多,4.09670819205	偶耳鸣,4.09019351103	小便急,4.09019351103	时有口干,4.09019351103	

炒杏仁	前部苔少,5.55586429017	咳痰色白,5.53054648219	小便急,5.49977482352	咳吐不利,5.48175631802	苔根部黄,5.3482249254	大便干结,5.32760563819	依赖泻药,5.25861276671	偶胸骨后疼痛,5.21209275107	便秘,5.1473871316	吞咽食物时梗噎不畅,5.12508137408	出汗多,5.12508137408	色白,5.09768239989	便秘好转,5.08999005427	根部薄黄,5.02329867977	量不多,4.96077832279	舌质暗红,4.90193782277	苔薄黄白,4.90193782277	牙龈肿痛,4.90193782277	动则汗出,4.90193782277	偶有胃脘隐痛,4.90193782277	偶咳痰,4.86271710961	气喘,4.83739930163	肛门下坠感,4.80662764296	舌紫暗红胖,4.80662764296	咽部充血,4.80662764296	大便偶干,4.80662764296	时有胃脘不适,4.80662764296	咳痰,4.76840643014	咽痒,4.73642338429	咳嗽,4.73203878597	量多,4.71961626597	长期依赖泻药,4.71961626597	大便排出困难,4.67689132131	时有腹胀,4.6751645034	流清涕,4.6655490447	腹中不适,4.6655490447	质干,4.65507774484	舌苔根部厚,4.6395735583	颈部不适,4.6395735583	咽干咽痛,4.6395735583	乏津,4.61425575032	质不干,4.60183323032	脉弦数,4.56546558615	头晕减轻,4.56546558615	小便少,4.56546558615	烦躁,4.56546558615	易怒,4.56546558615	反酸偶作,4.56546558615	咽红,4.53037426634	乏力减轻,4.51894557051	口渴,4.49647271466	大便排出不畅,4.49647271466	量偏少,4.47449380794	质粘,4.47449380794	腹部下坠感,4.46368289184	唇干,4.44995269903	口干舌燥,4.43193419352	偶腹胀,4.43193419352	嗳气好转,4.40116253486	痰多,4.40116253486	咽中有痰,4.39684287371	脘腹畏寒,4.37130957171	手心热,4.35189148585	脉沉小,4.35189148585	喜叹息,4.33284329088	面色萎黄,4.31415115787	大便干,4.31415115787	舌下脉络瘀曲,4.31415115787	大便干燥,4.31415115787	不干,4.31415115787	夹有血块,4.31415115787	体重下降,4.31415115787	偶咳嗽,4.28675218368	偶胃脘隐痛,4.2777835137	糖尿病饮食,4.2777835137	吞咽不畅,4.2600839366	腹胀减轻,4.22559776052	不喜食冷,4.2165126883	偶口干口苦,4.20879064221	背部畏寒,4.20879064221	口粘好转,4.20879064221	苔薄,4.20879064221	仍有嗳气,4.20879064221	反复发作,4.20879064221	苔根部白腻,4.20879064221	眼睑肿,4.20879064221	夹血块,4.20879064221	有时偏干,4.20879064221	呈隐痛,4.20879064221	排气少,4.20879064221	面黄,4.17600081939	晨起明显,4.16000047804	盗汗,4.14425212107	眠差,4.12177926522	色黑,4.1134804624	小便多,4.1134804624	口干渴,4.1134804624	大便仍不成形,4.1134804624	腹部硬满,4.1134804624	易上炎,4.1134804624	

酒苁蓉	舌体瘦,6.16258519479	依赖泻药,6.11379503062	便秘,5.63624419574	大便干结,5.51781159851	质不干,5.42064785006	大便困难,5.38428020589	嗜睡,5.35610932892	便秘好转,5.34918888608	偶有胃脘隐痛,5.3152873344	大便干燥,5.23832629326	肛门下坠感,5.2199771546	气喘,5.13296577761	质干,5.13296577761	长期依赖泻药,5.13296577761	纳眠差,5.07234115579	排气不畅,5.05292306993	偶腹胀,5.04595440062	大便排出困难,5.0075491171	头晕减轻,4.97881509778	大便干好转,4.97881509778	腹胀不明显,4.90982222629	舌质暗红,4.90982222629	进食后腹胀,4.90982222629	夹血块,4.90982222629	时有口臭,4.90982222629	大便欠畅,4.86103206212	大便秘结,4.85425237514	唇暗,4.84528370515	苔灰腻,4.81451204649	根部薄白,4.81451204649	记忆力下降,4.81451204649	尿不尽感,4.81451204649	舌燥,4.81451204649	胃脘隐痛减轻,4.81451204649	睡眠多,4.81451204649	偶胸骨后疼痛,4.81451204649	略黄,4.7275006695	不干,4.7275006695	全身乏力,4.7275006695	下腹胀,4.7275006695	依赖镇静药,4.7275006695	大便排出不畅,4.7275006695	大便量少,4.70397017209	时有腹胀,4.68304890693	大便干,4.66890650523	苔浊腻,4.64745796182	四肢冷,4.64745796182	脑鸣,4.62214015384	疼痛,4.57334998967	按之觉痛,4.57334998967	小便不尽感,4.57334998967	脱发明显,4.57334998967	糖尿病饮食,4.57334998967	吞咽困难,4.57334998967	受凉易作,4.52682997404	口渴,4.50435711818	干咳,4.50435711818	便不尽感,4.49111189143	头晕好转,4.48237821147	咽部异物感减轻,4.47156729536	小便量少,4.46513640503	胃脘畏寒减轻,4.46513640503	小便多,4.40904693838	大便头干,4.40904693838	听力下降,4.40904693838	大便好转,4.39899660253	全身关节疼痛,4.37919397523	偶头晕,4.37919397523	腹胀,4.37804123735	大便不干,4.35977588937	脉沉小,4.35977588937	进食后胃胀,4.35429642361	大便畅,4.32203556139	体重下降,4.32203556139	大便有时干,4.32203556139	唇干,4.30368642272	小便少,4.28566791722	眠不实,4.27551554576	不喜饮,4.26796834012	腹中不适,4.26796834012	胁胀,4.25057659741	腹胀减轻,4.23348216405	食后胃胀,4.22925382794	代诉：病情平稳,4.21667504573	晨起恶心,4.21667504573	有齿痕,4.21667504573	腹部畏寒略减,4.21667504573	背部畏寒,4.21667504573	食后腹胀,4.21667504573	反复胃胀,4.21667504573	晨起反酸,4.21667504573	苔根部腻,4.21667504573	反复发作,4.21667504573	苔薄黄白,4.21667504573	左沉细,4.21667504573	牙龈肿痛,4.21667504573	眼睑肿,4.21667504573	脉左沉细,4.21667504573	有时偏干,4.21667504573	时干时稀,4.21667504573	
